Season,Team,Lg,W,GP,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,ERA,CG,SHO,SV,IP,HA,RA,ER,HRA,BBA,IBBA,SOA,HBPA,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB
2009,MIN,AL,87,163,76,0.534,32,0.4653448127944452,0.3892901895925072,0.957121955496317,0.8254343543812445,0.8376835143672894,0.19791645947790876,0.839974049216801,0.41606767636555425,0.9044505296657755,-0.43609522569220777,-0.7000442036084337,0.8149999385018113,-0.04392883106184225,0.274,0.345,0.429,0.774,104,0.7527100594116676,1.2887349431262267,-0.0918116244021905,0.009466545440167493,1.2615157234554866,0.2960399447590333,0.6081212020120018,5.0,4.5,-0.6374698579508625,-0.7463509564575258,1.0591223455127377,0.2957482124485115,0.8261140022265422,0.4862469209403527,0.7335423002511207,0.8065661032513552,-0.5749177595875249,-1.0619887720729813,0.08562725554136592,0.6264016966011604,-0.7161137533150754,-0.5078445118276639,0.3593667906238456,98,4.39,1.382,9.6,1.1,2.9,6.5,2.26
2009,TEX,AL,87,162,75,0.537,34,0.14390355583885522,0.25408173133308587,0.6661388287152995,0.2487411437301397,-0.4234526085654498,0.7496454233605732,-0.36568280551744964,1.5871399302109517,0.7043946170589315,1.1447585560513436,-0.4802486654449124,-0.4887656777982706,0.9275899560463887,0.26,0.32,0.445,0.764,95,0.9229373957690999,-1.0539455718985677,-0.5146302501519101,-0.43487118682265197,0.6709694882010816,-1.011374280499382,-0.3227328590187629,4.8,4.38,-0.3509844588623899,-0.16258556326420398,0.7400988991685153,0.17665403826164222,0.2220138655163382,0.27126805153686634,0.48731591655338213,0.44779922762925445,0.19778427490303366,-1.3684484906403476,-0.06467118018458314,1.2938002935726116,0.09524109798265426,-0.3637765678528798,0.20978640252562666,106,4.49,1.368,9.0,1.1,3.3,6.4,1.91
2006,TOR,AL,87,162,75,0.537,37,0.3112291416513541,0.369503585944787,0.8865805914281915,1.1165804413118992,0.5431666952392844,1.8972416682365152,-0.36568280551744964,1.0241244235545106,0.9771981342500825,-0.9301120324870676,-0.6450953190675534,-0.004180227492045494,-0.525500643637043,0.284,0.348,0.463,0.811,108,1.3550529419071973,2.1789535388356485,0.8595302835346785,-1.4043353299415307,0.7693938607434825,-0.5566215064964549,0.43820339722067175,5.0,4.37,-0.4942271584066262,-0.7463509564575258,0.42107545282429315,0.13801177961590178,0.30439115688591145,0.3916562184028187,0.441718438090838,0.8065661032513552,-0.12318426250073683,0.7767695393312157,0.18582621269199862,0.6820182463487813,0.906595949280384,0.21249520804625643,0.178990440270111,105,4.51,1.366,9.1,1.2,3.2,6.8,2.13
2004,SDP,NL,87,162,75,0.537,47,0.41690845900661655,0.33157926228665663,0.5250561005790486,0.7246530165975562,0.7621663812575445,0.9261986918030257,0.09803136938033906,-0.3271127924209479,0.4679649021599339,-1.2512229569037265,-1.084686395394596,0.5957827109823285,-0.5087503197213838,0.273,0.342,0.414,0.756,104,0.4253497971858362,0.39851634741680486,0.4895639860036739,0.049860884736787445,2.147335076337094,0.2391958480086674,0.9775077341670673,4.7,4.03,-0.7090912077229806,-0.45446825986086486,0.6337577503871079,0.21973065445689263,0.3757848094062083,-0.02970236562801452,-0.00513685084209481,0.7809398978497767,-1.0979775983195954,-0.09153299660965507,0.1983510823358277,0.07023619912495105,-0.8783847235746214,-1.6603880636259363,0.1555268499801943,97,4.19,1.306,9.1,1.1,2.6,6.7,2.56
2003,HOU,NL,87,162,75,0.537,44,0.4271828370828226,0.3480680986597568,0.8513099093941288,0.4167100400362867,-0.06097036963867448,1.014475326024252,-0.08745430057877641,0.8439594614244494,0.8407963756545069,-0.9054111921473246,-0.8099419726901943,0.49194297163099454,-0.04392883106184225,0.263,0.336,0.431,0.767,96,0.755983662033926,0.2579555165153172,1.8108721914715475,0.413409938406367,-0.6085473548501291,0.1823517512583015,0.6081212020120018,5.0,3.87,-0.852333907267217,-1.0382336530541867,1.2718046430755523,0.2767438229506068,-0.22831532730399567,-0.27047869935991925,-0.2057657560772891,0.19153717361346811,0.6019668775596335,0.6235396800475327,0.44884847521240945,1.5162664925630953,-0.5538427830555295,-0.72394642778984,0.21565230009810582,114,4.23,1.321,8.4,1.0,3.5,7.1,2.02
2000,NYY,AL,87,161,74,0.54,36,0.4139729224134148,0.3035482404523864,1.4332761629561637,0.8366322808016542,0.5431666952392844,0.70550710624996,-0.5511684754765651,1.1592481451520564,1.4773379157671926,-0.09028346093580593,0.1791379490456515,1.3457363840752958,-0.10255496476664928,0.277,0.354,0.45,0.804,103,1.0604287059039492,0.6796380092197802,0.5424163142223889,-1.4043353299415307,0.5725451156586808,0.06866355775756974,0.637672124584407,5.4,4.76,-0.2793631090902717,-0.45446825986086486,0.20839315526147834,0.11330607326862652,0.3648011705569319,0.907605504971186,0.9797686839488591,0.6015564600387262,0.7446195608501982,-0.9087589127892982,0.03552777696604957,0.2927023981154348,-0.22930084253643762,-0.07564067990331169,0.3329702515476893,102,4.61,1.428,9.2,1.1,3.6,6.6,1.8
1999,OAK,AL,87,162,75,0.537,31,0.6062505692681285,0.24253954587191573,1.6272649141435085,0.2151473644689103,-0.4310043218764243,0.5510229963628139,-1.0148826503743538,1.8348667531397855,1.586459322643653,-0.8066078307883526,-0.4252997809040321,2.9494834696125647,0.4083299146609549,0.259,0.355,0.446,0.801,109,0.9360318062581332,0.44536995771730076,1.282348909284398,-0.4752655261192719,-0.31327423722292663,-0.4997774097460891,1.0587727712411816,5.5,4.76,-0.4942271584066262,-1.0382336530541867,1.0591223455127377,0.2013597446089175,0.7986549051033511,1.1827784578076486,1.0527246494889297,0.16591096821188947,0.6495177719898217,0.2149267219577111,-0.26924405103379156,0.40393549761067665,0.09524109798265426,0.5006310959958246,0.4106933943830383,97,4.53,1.464,9.6,1.0,3.6,6.1,1.7
1993,STL,NL,87,162,75,0.537,39,0.3670043369221871,0.2953038222658363,0.4368793954938918,0.6518664948648926,1.12464862018432,-0.0007059675198504314,0.28351703933945455,-0.8000458180123583,0.48615180330601065,1.2435619174103156,1.4979111780267793,0.8496131849522559,-0.6260025871309979,0.272,0.341,0.395,0.736,100,0.05215909824838846,0.39851634741680486,-1.0431535323390595,0.33262125981312707,0.9662426058282841,0.5234163317604967,0.5490193568671914,4.7,4.1,-0.5658485081787443,-1.0382336530541867,1.697169238201182,0.29638169209844106,0.8865240158975626,0.30566467064142416,0.14989457593055536,-0.039098675000739574,-1.5615988190139305,0.4703098207638496,-1.070835708238853,-0.20784654961315363,-0.06702987227689168,-0.72394642778984,0.24498178796050168,96,4.16,1.332,9.6,0.9,2.4,4.8,2.02
1992,MON,NL,87,162,75,0.537,47,0.13362917776264915,0.17328643310489503,-0.533064360442833,-0.059201832831129814,0.25620158942225396,0.021363191035456145,0.5617455442781277,-1.1603757422724805,-0.6323426171777086,2.305698052019264,1.0033712171588562,-0.5926054171496046,-0.23236997511300775,0.252,0.313,0.37,0.682,93,-0.4978061422910083,-0.7259702997950965,-0.1975162808396204,1.261691063635386,1.064666978370685,0.12550765450793563,-0.11587640101192632,4.0,3.25,-0.13612040954603535,0.42117982992911784,1.165463494294145,0.3857023227385941,-0.5248735762344594,-1.0959975578693069,-1.0538788554806107,-1.5766709990954575,0.12645793325775131,0.01062024291280032,-0.07302109328046918,0.18146929862019293,0.5820540087612921,-0.14767465189070372,0.16139274755267347,108,3.39,1.241,7.9,0.6,3.2,6.2,1.93
1991,CHW,AL,87,162,75,0.537,21,0.4858935689468573,0.366205818670167,0.4368793954938918,0.4055121136158769,0.8678903676111873,-0.7951956755108872,0.7472312142372433,-0.3271127924209479,0.4679649021599339,0.7742459509551988,1.60780894710854,1.1034436589221834,-0.5673764534261908,0.262,0.336,0.391,0.727,103,0.029243879892580264,0.5859307886187884,-0.5146302501519101,1.0193250278556663,-0.31327423722292663,0.2391958480086674,0.5933457407257993,4.7,3.8,1.0814425365799734,0.42117982992911784,0.20839315526147834,0.4541181249310508,-0.4919226596866301,-0.23608208025536143,-0.1966462603847803,0.012153735802417688,1.0299249274313276,-0.8066056732668428,-0.45294213914328485,-0.8752451465846048,-0.22930084253643762,-0.4358105398402718,0.2420488391742621,105,4.24,1.288,7.9,0.9,3.7,5.6,1.54
1989,BAL,AL,87,162,75,0.537,26,0.21142089748249512,0.11227773852442441,-0.004004129931892184,-0.12638939135358862,0.1806844563125091,-0.5303657728472082,0.1907742043598968,-0.5523189950835242,-0.10492248394148324,0.3790325055193109,0.5637801408318137,0.9073019290363303,-0.3119340137123887,0.252,0.326,0.379,0.705,102,-0.37995644788970895,0.9607596710227555,-0.8845965476829147,0.4941986169996069,0.27727199803147834,0.1823517512583015,0.23873466985693645,4.4,4.0,0.22198633931455544,-0.16258556326420398,0.6337577503871079,0.26407422995200364,0.694310336035225,-0.19308630637466415,-0.014256346534603642,-0.5003703722291549,-0.3371632874365838,0.11277348243525571,-1.484156406485213,-1.2089444450703304,0.906595949280384,-0.8680143717646239,0.23471646720866313,95,4.09,1.384,9.4,0.8,3.0,4.2,1.39
1989,NYM,NL,87,162,75,0.537,42,0.1497746290252587,0.19307303675261522,-0.22444589264478418,-0.22717072913727682,-0.31772862221180703,0.39653888647566793,-0.9221398153947961,-0.14694783029088673,-0.3413521988404808,1.3670661191090305,0.45388237175005314,-0.11955771566019434,-0.4082483762274289,0.246,0.311,0.385,0.696,103,-0.20318190628776,-1.5224816749035266,-0.7260395630267699,0.21143824192326724,0.37569637057387917,1.6034541700174485,0.002327289277694598,4.2,3.3,0.7949571374915008,1.0049452231224396,-0.0042891423013364585,0.3020830089478131,-0.7225790755214353,-0.9756093910033544,-1.0265203684030841,-0.9872682748591489,0.20967199851058071,0.2149267219577111,0.3194248222261755,-1.1533278953227095,2.6915766221353894,-0.003606707915919658,0.10126729743476194,99,3.42,1.232,7.8,0.7,3.3,6.9,2.08
1988,CIN,NL,87,161,74,0.54,45,0.04996638485639971,0.08919336760208418,-0.5947880540024427,-0.32235310371076015,-0.03076351639477653,-0.35381250440475565,-0.5511684754765651,-0.7099633369473277,-0.7505574746272073,2.577407295756437,0.618729025372694,-0.40800143608056644,-0.45849934797440633,0.246,0.309,0.368,0.677,91,-0.5894670157142411,-0.960238351297576,-0.5146302501519101,0.7365646527793266,0.6709694882010816,1.0918572992641555,-0.204529168729142,4.0,3.35,0.7949571374915008,1.8805933129124222,0.5274166016057006,0.30841780544711467,-0.6621690618504149,-0.967010236227215,-0.9535644028630134,-0.8335110424496771,-0.12318426250073683,1.0832292578985818,-0.4070176171159115,-1.0977113455750886,4.801099235509486,-1.228184231701584,-0.017517128407941316,108,3.66,1.22,7.9,0.7,3.1,5.8,1.85
1988,MIL,AL,87,162,75,0.537,22,0.054369689746202314,0.19142415311530522,-0.23326356315329985,0.09756913705460739,0.505408128684412,-0.08898260174107674,-0.4584256404970074,-0.9126489193436466,-0.35044564941351913,1.3917669594487736,0.5637801408318137,-0.8695113887531618,-0.504562738742469,0.257,0.314,0.375,0.689,92,-0.3865036531342256,0.1642482959143254,-0.5146302501519101,0.33262125981312707,-0.31327423722292663,0.8076368155123261,-0.33012058966186425,4.2,3.45,1.2246852361242098,0.7130625265257787,1.3781457918569597,0.2710425061012348,-0.20085623018080456,-0.7950271407044259,-0.8258914631678897,-0.7310062208433626,-0.9196617442063895,0.3170799614801665,-0.8328631850061005,-1.542643743556056,5.125641176028578,-1.012082315739408,-0.002852384476743383,116,3.69,1.236,8.4,0.8,2.7,5.2,1.9
1988,TOR,AL,87,162,75,0.537,20,0.24224403171111333,0.30519712408969635,0.4809677480364702,0.5566841202914092,0.5280632686173354,0.19791645947790876,1.4891738940737052,0.1007789926379473,0.32246969299132,0.107323261782138,-0.4802486654449124,0.07658401422565869,-0.40406079524851407,0.268,0.332,0.419,0.751,110,0.5039162601200358,1.195027722525235,-0.8317442194641997,-0.6772372226023716,0.5725451156586808,-0.3292451194949914,0.017102750563897214,4.7,3.81,0.22198633931455544,1.0049452231224396,0.9527811967313302,0.2704090264513052,0.06824292162646811,-0.24468123503150088,-0.2969607130023775,-0.26973452361494726,0.1621211040803925,0.4192332010026219,-0.5322663135542024,0.6820182463487813,3.502931473433119,-0.14767465189070372,0.20538697934626726,103,4.02,1.333,8.7,0.9,3.3,5.6,1.71
1986,DET,AL,87,162,75,0.537,27,0.3523266539561784,0.23099736041074562,0.789586215834519,0.3103297390423936,0.30151186928810086,-0.6186424070684345,-0.08745430057877641,1.0016038032882528,0.7316749687780465,0.8730493123141707,0.7286267944544548,1.138056905372628,-0.6134398441942536,0.263,0.338,0.424,0.762,107,0.5202842732313273,-0.960238351297576,-0.1975162808396204,0.049860884736787445,0.47412074311628,-0.3292451194949914,0.45297885850687436,4.9,4.02,1.4395492854405643,1.8805933129124222,-0.0042891423013364585,0.23366720675535638,-0.09651166111267843,0.047690027357240566,-0.00513685084209481,0.755313692448198,0.6732932192049158,1.0321526381373543,-0.632465270704835,-0.9308616963322258,0.09524109798265426,-0.003606707915919658,0.18925576102194955,103,4.45,1.347,8.6,1.1,3.6,5.5,1.54
1986,TEX,AL,87,162,75,0.537,22,0.17472669006747343,0.2590283822450159,0.5515091121045956,0.4894965617689504,0.4449944221966161,-0.3096741872941425,1.118202554155474,0.686315119560646,0.495245253879049,0.008519900423166036,2.2122466770582236,-0.03879347394249014,0.2366390945254486,0.267,0.331,0.428,0.759,104,0.6184923518990767,0.6327843989192843,-0.62033490658934,-0.7984202404922315,-0.2148498646805258,-0.4429333129957232,-0.4778752025238904,4.8,4.11,0.1503649895424373,0.42117982992911784,0.31473430404288577,0.27737730260053634,-0.19536441075616637,0.29706551586528473,0.1590140716230642,-0.21848211281179,2.6347676144501797,-0.19368623613211047,0.11485195137696712,-0.3190796491083955,0.906595949280384,3.1658880595293297,0.41362634316927793,105,4.22,1.442,8.4,0.9,4.6,6.6,1.44
1984,NYY,AL,87,162,75,0.537,27,0.48002249576045386,0.4766810223699381,0.4368793954938918,0.9430125817955474,1.34364830620258,0.28619309369913504,0.09803136938033906,-0.5297983748172667,0.495245253879049,-1.0042145535062965,-0.37035089636315177,0.2265747488442522,-1.5012070117241887,0.276,0.339,0.404,0.743,109,0.3696985526074449,1.2887349431262267,-0.4617779219331951,0.5345929562962268,1.4583644685402883,0.01181946100720386,0.8445285825912436,4.7,3.8,0.1503649895424373,-0.16258556326420398,0.5274166016057006,0.3723992500900599,0.5130802950221638,-0.25328038980764034,-0.2513632345398333,-0.8591372478512558,0.04324386800492194,-0.6533758139831597,-0.16487013733521583,-1.4870271938084352,0.09524109798265426,-1.228184231701584,0.341769097906408,101,3.58,1.367,9.1,0.7,3.2,6.1,1.92
1983,MIL,AL,87,162,75,0.537,22,0.30976137335475323,0.4090767932402274,0.48978541854498586,0.9206167289547277,1.064234913696524,0.41860804503097454,2.4166022438692827,-0.48475713428475137,0.5588994078903176,-0.040881780256319944,0.23408683358653182,-0.45415243134782596,-1.5347076595555071,0.277,0.333,0.418,0.751,112,0.5595675046984271,0.7264916195202761,-1.0431535323390595,0.413409938406367,1.2615157234554866,0.5802604285108627,0.2165714779276325,4.7,4.02,1.5827919849848007,1.0049452231224396,0.5274166016057006,0.3020830089478131,0.6668512389120339,-0.00390490129959616,0.04046062762044935,-0.5259965776307336,-0.27772466939884854,-0.44906933493824897,-1.4298819713619537,-1.0420947958274676,0.2575120682422002,-1.5163201196511522,0.2860430709678559,94,4.07,1.378,9.4,0.8,3.0,4.3,1.4
1982,SFG,NL,87,162,75,0.537,37,0.290680385498942,0.2095618731257154,-0.312622597729941,0.007985725691328988,0.5431666952392844,-1.0820947367298726,-0.08745430057877641,-0.4622365140184937,-0.35953909998655753,0.6754425895962268,0.618729025372694,1.0688304124717387,-0.48781241482680987,0.253,0.327,0.376,0.703,98,-0.3635884347784174,0.5390771783182925,-1.571676814526209,0.33262125981312707,0.08042325294667667,1.6602982667678143,0.5194684342947862,4.2,3.67,0.36522903885879177,-0.16258556326420398,0.7400988991685153,0.3723992500900599,0.6339003223642046,-0.1844871515985247,-0.44287264408251875,-1.1410255072686208,-0.5749177595875249,2.4622979914517296,-0.9247122290608472,-1.2089444450703304,1.8802217708376596,-1.228184231701584,0.29777486611281423,98,3.58,1.346,9.3,0.7,2.9,5.0,1.74
1982,CHW,AL,87,162,75,0.537,24,0.31269690994795496,0.3348770295612767,0.6837741697323308,0.735850943017966,0.9358557874099577,0.08757066670137588,1.9528880689714938,-0.3946746532197208,0.6953011664858931,0.8236476316346847,0.7286267944544548,0.2150370000274373,-0.6930038827936345,0.273,0.337,0.413,0.75,105,0.40898178407454466,-0.11687336588864991,-0.8845965476829147,0.13064956333002734,0.5725451156586808,0.2391958480086674,0.33477516821725345,4.9,3.87,1.2246852361242098,1.0049452231224396,0.31473430404288577,0.20706106145828948,0.6064412252410135,0.013293408252682748,-0.2513632345398333,-1.3972875612844071,-0.6462441012328073,-0.5512225744607043,-1.1626847522935997,-1.1533278953227095,0.906595949280384,-1.5883540916385444,0.17165806830451202,105,3.58,1.363,9.4,0.6,2.9,4.7,1.64
1978,TEX,AL,87,162,75,0.537,28,0.16445231199126736,-0.04106843974540714,-0.14508685806814306,-0.21597280271686703,0.1806844563125091,-1.0158872610639529,0.46900270929857,-0.48475713428475137,-0.18676353909882853,2.305698052019264,2.5419399843035055,1.2649721423575917,-1.0573234279592212,0.253,0.332,0.381,0.713,101,-0.45524930820165016,-0.2105805864896417,-0.7788918912454847,1.302085402932006,1.064666978370685,0.2391958480086674,0.002327289277694598,4.3,3.42,2.943597630655046,2.172476009509083,-1.3867240764596327,0.3153860815963458,0.2165220460917,-0.6574406642861946,-0.8350109588603986,-1.1666517126701994,-1.1098653219271424,-0.5001459546994766,-1.0666607516909101,-1.2645609948179515,-0.7161137533150754,-1.0841162877268,0.08073665593108484,110,3.4,1.272,8.8,0.7,2.6,4.8,1.84
1978,CAL,AL,87,162,75,0.537,19,0.2598572512703237,0.16504201491834494,-0.15390452857665873,0.1423608427362466,0.8301318010563149,-0.7951956755108872,-0.2729399705378919,-1.0252520206749347,-0.223137341390982,-0.4113943853524648,1.3330645244041384,0.2842634929283266,-1.4635187829139555,0.259,0.33,0.37,0.7,101,-0.5010797449132666,0.7264916195202761,1.0709395964095383,0.8577476706691864,1.1630913509130858,-0.15871282924389377,0.46775431979307697,4.3,3.67,2.227384132933864,1.8805933129124222,-0.5359948862083734,0.30968476474697526,-0.05257710571557269,-0.36506940189745324,-0.4793506268525541,-0.7310062208433626,1.0061494802162334,0.9810760183761266,-0.5823657921295188,-0.8196285968369839,1.0688669195399298,-1.012082315739408,0.2845765965747361,99,3.78,1.361,8.5,0.8,3.7,5.5,1.49
1976,OAK,AL,87,161,74,0.54,31,0.11454818990683788,-0.031175137921547035,-0.19799288111923713,-0.40633755186383363,0.15047760306861113,-1.1924405295064056,0.1907742043598968,-0.9126489193436466,-0.41409980342478775,5.887319901281998,4.3003042896116765,0.8957641802195154,-0.8940077697815444,0.246,0.323,0.361,0.684,105,-0.7989775835387731,-1.335067233701543,-0.0918116244021905,0.2922269205165071,1.3599400959978873,0.2391958480086674,-0.2636310138739525,4.3,3.26,1.8692773840732733,2.756241402702405,-0.9613594813340031,0.3343904710942505,0.11217747702357385,-0.9498119266749361,-1.0721178468656283,-1.474166177489143,-1.1811916635724247,-0.34691609541579355,-1.338032927307207,-0.9308616963322258,-0.8783847235746214,-0.72394642778984,0.11593204136595987,103,3.43,1.252,8.7,0.6,2.6,4.4,1.71
2024,KCR,AL,86,162,76,0.531,24,-0.06892284716827055,0.0809489494155341,0.23407297379803116,-0.271962434818916,-0.5367283082300671,0.04343234959076272,0.37625987431901226,0.371026435833039,0.3679369458565119,0.7742459509551988,-0.754993088149314,-0.9848888769213107,0.5423325059862282,0.248,0.306,0.403,0.71,98,0.03579108513709689,-1.1476527924995594,0.2781546731288141,-1.1215749548651912,0.9662426058282841,-1.0682183772497478,-0.8324862733927532,4.5,3.76,-0.7807125574950988,-1.0382336530541867,0.31473430404288577,0.13801177961590178,-0.4864308402619919,-0.5542508069725212,-0.4519921397750276,-0.19285590741021136,-0.5035914179422426,-1.1641420115954366,1.2838397848010152,1.2938002935726116,-0.7161137533150754,-0.72394642778984,-0.03218187233913925,113,3.76,1.243,8.2,0.9,3.0,8.4,2.84
2024,DET,AL,86,162,76,0.531,25,-0.011679883600836717,0.11557550579904445,-0.23326356315329985,-0.6638898595332591,-0.9445208270226894,-0.3979508215153688,1.4891738940737052,0.19086147370297787,-0.13220283566059834,-0.6584027887498947,-1.1396352799354763,-0.4426146825310111,1.7986067996606647,0.234,0.3,0.385,0.685,94,-0.25883315086615133,-1.381920844002039,0.2781546731288141,-1.88906740150097,-0.31327423722292663,-1.6366593447534066,-0.4261610880221812,4.2,3.63,-0.852333907267217,-0.7463509564575258,0.7400988991685153,0.2526715962532611,-0.6951199783982442,-0.5714491165248001,-0.5705455837776424,0.14028476281031085,-1.1693039399648777,-1.5216783499240305,1.3464641330201608,0.5707851468535394,-0.3915718127959836,-0.72394642778984,-0.0879078992776914,113,3.7,1.162,7.9,1.0,2.6,8.4,3.25
2022,MIL,NL,86,162,76,0.531,22,0.13656471435585088,0.07435341486629403,0.14589626871287437,-0.6750877859536688,-1.2163825062177709,-0.24346671162822275,-1.293111155313027,1.4745368288796634,0.2951893412722049,-0.1643859819550349,-0.8099419726901943,0.7226979479672921,1.8111695425974093,0.235,0.315,0.409,0.724,103,0.12090475331581305,-0.11687336588864991,1.7580198632528325,-1.6063070264246304,-0.7069717273925299,-0.8976860869986503,-0.00506044136540671,4.5,3.83,-0.9239552570393351,-1.0382336530541867,1.4844869406383672,0.2514046369534005,-0.8433991028634761,-0.17588799682238523,-0.2787217216173598,0.9346971302592484,0.0789070388275631,-1.470601730162803,2.081256485458134,1.1269506443297488,-0.5538427830555295,-0.21970862387809573,0.041141847316850416,106,3.92,1.216,7.7,1.2,3.2,9.5,2.94
2022,TBR,AL,86,162,76,0.531,24,-0.030760871456647992,0.06610899667974394,-0.3743462912895507,-0.5463116321189562,-0.7783831341812507,0.7496454233605732,-1.293111155313027,-0.3271127924209479,-0.3322587482674424,-0.18908682229477788,-0.4252997809040321,-0.16570871092745387,1.5222264550522888,0.239,0.309,0.377,0.686,99,-0.4421548977126169,-1.2413600131005513,0.5424163142223889,-1.7678843836111102,-1.2975179626469349,-1.5798152480030407,-0.2119168993722433,4.1,3.41,-0.9239552570393351,-1.0382336530541867,0.6337577503871079,0.1829888347609438,-0.7225790755214353,-0.8122254502567048,-0.9262059157854869,0.47342543303083306,-1.5497110954063835,-1.3173718708791198,1.4717128294584516,1.071334094582128,-0.5538427830555295,0.28452918003364847,-0.14510040060936333,108,3.68,1.145,7.9,1.1,2.4,8.7,3.6
2021,OAK,AL,86,162,76,0.531,42,0.11014488501703527,0.038077974845473664,0.3046143378661566,-0.6023012642210052,-1.1333136597970515,0.19791645947790876,-1.1076254853539116,1.0241244235545106,0.2497220884070131,-0.36199270467297884,-1.3594308180989976,0.3534899858292159,1.3295977300222084,0.238,0.317,0.406,0.723,102,0.045611893003871834,-0.960238351297576,2.709361771189702,-1.3639409906449107,0.47412074311628,-1.3524388610015772,-0.13803959294123025,4.6,4.02,-0.7090912077229806,-0.16258556326420398,0.10205200648007094,0.1639844452630391,-0.16241349420833706,-0.1844871515985247,-0.050734329304638975,0.9603233356608271,-0.8958862969912954,-1.5216783499240305,1.254615088965414,0.960100995086886,-0.8783847235746214,0.9328349279201766,0.0455412704962098,103,4.1,1.257,8.6,1.2,2.8,8.4,3.03
2019,NYM,NL,86,162,76,0.531,53,0.3831497881847966,0.4156723277894675,0.7278625222749092,0.2991318126219838,-0.2950734822788835,0.39653888647566793,-1.293111155313027,1.9925110950035891,0.8771701779466604,-1.1524195955447545,-0.9747886263128354,0.018895270141584274,1.476163064284226,0.257,0.328,0.442,0.77,105,1.0113246665700744,0.44536995771730076,2.550804786533557,-0.9196032583820913,-1.6912154528165382,-0.3860892162453573,0.1870205553552273,4.9,4.25,-0.7090912077229806,-0.16258556326420398,-0.0042891423013364585,0.34642658444292407,0.07373474105110632,0.245470587208448,0.40524045532080266,1.2934640058813494,-0.17073515693092506,-0.04045637684842737,2.0395069199787037,0.7376347960964023,-0.8783847235746214,-0.21970862387809573,0.29777486611281423,97,4.1,1.304,8.7,1.3,3.1,9.4,3.04
2017,MIL,NL,86,162,76,0.531,50,0.15564570221166216,0.15679759673179486,0.20761996227248414,-0.159983170614818,-0.7179694276934548,0.10963982525668245,-0.8293969804152383,1.5871399302109517,0.222441736687898,0.6260409089167408,-0.20550424274051077,0.3765654834628457,2.2592407073412915,0.249,0.322,0.429,0.751,94,0.5562939020761688,-0.1637269761891458,0.3310070013475291,-0.35408250822941206,-1.789639825358939,-0.3860892162453573,-0.10848867036882502,4.5,4.0,-0.852333907267217,-1.0382336530541867,1.697169238201182,0.24633679975395953,-0.058068925140210906,-0.09849560383713016,-0.03249533791962131,0.8065661032513552,0.4593141942690689,0.2149267219577111,1.3130644806366165,0.960100995086886,-0.8783847235746214,-0.003606707915919658,0.1980546073806683,110,4.24,1.338,8.6,1.2,3.4,8.4,2.43
2016,DET,AL,86,161,75,0.534,36,0.14390355583885522,0.25408173133308587,0.3663380314257664,0.4726996721383357,0.2864084426661519,-0.2213975530729162,-0.08745430057877641,1.2943718667496023,0.4406845504408188,-1.1030179148652686,-0.8648908572310746,-0.24647295264515806,1.1369690049921282,0.267,0.331,0.438,0.769,106,0.8018140987455423,0.7264916195202761,0.3310070013475291,-1.3639409906449107,-0.6085473548501291,-0.4997774097460891,0.017102750563897214,4.7,4.24,-0.7090912077229806,-0.7463509564575258,0.9527811967313302,0.1373782999659722,0.13963657414676495,0.10788411079021674,0.2502090285481525,0.7296874870466193,-0.6224686540177131,-0.8066056732668428,0.8371194341711111,0.23708584836781385,-0.5538427830555295,-0.4358105398402718,0.027943577778772277,101,4.16,1.316,8.9,1.1,2.9,7.8,2.67
2016,SEA,AL,86,162,76,0.531,40,0.290680385498942,0.3480680986597568,0.5250561005790486,0.3047307758321887,0.07496046995886628,-0.24346671162822275,-1.293111155313027,1.564619309944694,0.5861797596094327,-1.1524195955447545,-0.9198397417719549,-0.09648221802656456,1.0741552903084064,0.259,0.326,0.43,0.756,106,0.7330684436781177,0.8670524504217637,1.335201237503113,-1.0811806155685713,-0.31327423722292663,-0.6703096999971867,-0.02722363329471063,4.7,4.0,-0.7807125574950988,-0.45446825986086486,1.165463494294145,0.32108739844571776,0.10119383817429742,-0.012504056075735613,0.013102140542922856,1.5240998544955568,-0.6462441012328073,-0.5512225744607043,1.1961656972942116,0.4595520473582976,-0.06702987227689168,0.1404612360588644,0.1731245426976318,102,4.3,1.283,8.7,1.3,2.8,8.1,2.87
2016,STL,NL,86,162,76,0.531,41,0.2848093123125385,0.2903571713539062,0.6220504761727211,0.1311629163158368,-0.6500040078946844,0.8158528990264928,0.09803136938033906,1.6096605504772092,0.6771142653398163,-1.6711372426793574,-1.0297375108537157,0.13427275830973312,1.19978271967585,0.255,0.325,0.442,0.767,104,0.9065693826578084,-0.11687336588864991,1.229496581065683,-0.5560542047125118,-0.31327423722292663,-0.7271537967475525,0.07620459570870768,4.8,4.08,-0.7807125574950988,-0.45446825986086486,-0.0042891423013364585,0.26470770960193324,0.2220138655163382,0.030491717804961654,0.09517760177550234,0.14028476281031085,-0.4679282471196014,-0.29583947565456586,1.0792669139518067,0.2927023981154348,-1.0406556938341673,-0.003606707915919658,0.1980546073806683,100,3.88,1.317,8.9,1.0,3.0,8.0,2.72
