Season,Team,Lg,W,GP,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,ERA,CG,SHO,SV,IP,HA,RA,ER,HRA,BBA,IBBA,SOA,HBPA,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB
1995,CIN,NL,85,144,59,0.59,47,-0.6663045438848235,-0.7731727747110545,0.33988501990021935,-0.36714480939239935,-0.6953142877605313,0.3303314108097482,0.37625987431901226,0.16834085343672023,0.21334828611485962,2.157493009980806,1.278115639863258,0.053508516592028925,-0.3579974044804514,0.27,0.342,0.44,0.782,106,-0.06569059615291084,-1.288213623401047,-0.35607326549576523,0.4538042777029869,0.5725451156586808,0.06866355775756974,-0.7512212363186388,5.2,4.03,-0.3509844588623899,-0.45446825986086486,-0.0042891423013364585,-0.7425249337870168,-0.6676608812750531,-0.7348330572714498,-0.6161430622401866,-0.5772489884338908,-1.0742021511045012,-0.44906933493824897,-0.5364412701021454,-0.8752451465846048,0.41978303850174614,0.5726650679832166,-0.8563404812724631,102,4.08,1.314,8.9,0.9,3.0,6.3,2.13
1993,BAL,AL,85,162,77,0.525,28,0.41250515411681393,0.22440182586150556,0.6837741697323308,0.43910589287710633,0.42989099557466715,0.5510229963628139,-0.6439113104561228,0.07825837237168966,0.668020814766778,-0.7325053097691236,0.5088312562909334,1.6226423556788532,-0.42499870014308805,0.267,0.346,0.413,0.759,101,0.3271417185180868,0.5390771783182925,-0.3032209372770503,-0.07132213315307241,1.1630913509130858,0.6371045252612285,0.7337126229447241,4.9,4.32,0.5800930881751463,0.7130625265257787,0.42107545282429315,0.2273324102560548,0.19455476839314712,0.31426382541756365,0.43259894239832913,-0.013472469599160942,0.7683950080652923,0.4703098207638496,-0.5489661397459745,-0.4859292983512583,-0.8783847235746214,-0.6519124558024479,0.22591762084994438,104,4.4,1.39,8.9,1.0,3.6,5.6,1.55
1993,DET,AL,85,162,77,0.525,22,0.698719971953983,0.4090767932402274,1.6801709371946028,0.8646270968526787,0.7772698078794935,0.4406772035862811,0.6544883792576855,0.5511913979631001,1.65920692722796,0.033220740762909026,1.0033712171588562,2.8917947255284906,0.37901684780855144,0.275,0.362,0.434,0.796,115,0.8574653433239336,-0.8665311306965842,-0.62033490658934,-0.7176315618989916,0.7693938607434825,0.5234163317604967,1.5463629936858678,5.5,4.7,-0.13612040954603535,0.42117982992911784,-0.21697143986415127,0.19439146845968636,0.8535730993497332,1.1053860648223934,0.9615296925638415,0.8834447194560912,0.3285492345860513,2.615527850735413,-0.8495630111978726,0.07023619912495105,-0.3915718127959836,1.293004787857137,0.40922691998991856,92,4.77,1.454,9.7,1.2,3.4,5.2,1.53
1993,HOU,NL,85,162,77,0.525,36,0.15711347050826302,0.1518509458198648,0.06653723413623326,0.3775172975648524,0.38458071570882024,0.5730921549181206,0.5617455442781277,-0.3496334126872055,-0.13220283566059834,0.008519900423166036,0.8385245635362154,-0.2003219573778985,-0.504562738742469,0.267,0.33,0.409,0.739,102,0.19292401100549594,0.2579555165153172,-0.35607326549576523,1.261691063635386,0.27727199803147834,0.9781691057634239,0.0983677876380116,4.4,3.49,0.36522903885879177,1.8805933129124222,0.42107545282429315,0.2203641341068222,-0.15692167478369884,-0.6746389738384736,-0.7894134803978544,-0.9360158640559917,-0.4560405235120544,0.572463060286305,0.10232708173313804,-0.3190796491083955,0.744324979020838,0.7167330119580007,0.07340428396548587,111,3.65,1.276,8.5,0.7,3.0,6.6,2.22
1991,TEX,AL,85,162,77,0.525,32,0.6047828009715276,0.5459341351369588,1.0629340015985052,0.8254343543812445,0.7395112413246211,0.5730921549181206,0.00528853440078132,0.5286707776968425,0.940824331957929,-0.016180939916576955,0.28903571812741213,0.941915175486775,0.031447626558623945,0.27,0.341,0.424,0.765,113,0.798540496123284,0.39851634741680486,-0.25036860905833536,0.33262125981312707,-0.31327423722292663,0.5802604285108627,0.6228966632982045,5.1,4.47,-0.2793631090902717,0.12929713333245693,0.31473430404288577,0.4604529214303524,0.518572114446802,0.907605504971186,0.8156177614837001,-0.0647248804023182,1.7550760674916979,-0.19368623613211047,-0.03962144089692495,-0.09661345011791175,0.744324979020838,1.941310535743665,0.6717258363583616,91,4.24,1.452,9.0,0.9,4.0,6.2,1.54
1990,SFG,NL,85,162,77,0.525,51,0.2745349342363324,0.33157926228665663,0.0929902456617803,0.3775172975648524,0.799924947812417,-0.9055414682874201,0.37625987431901226,-0.03434472895959854,0.09513342866536084,0.15672494246162397,0.618729025372694,-0.3041616967292325,-0.2449327180497521,0.262,0.323,0.396,0.718,101,0.09798953496000486,-1.7098961161055102,-0.7260395630267699,1.0193250278556663,0.08042325294667667,1.1487013960145214,0.4751420504361783,4.4,4.08,0.07874363977031912,0.12929713333245693,0.7400988991685153,0.2520381166033301,0.469145739625058,0.013293408252682748,0.08605810608299351,-0.5772489884338908,0.4593141942690689,2.206914892645591,-1.0165612731155937,-1.431410644060814,1.8802217708376596,-0.940048343752016,0.3021742892921736,90,4.09,1.404,9.2,0.8,3.4,4.9,1.42
1990,MON,NL,85,162,77,0.525,44,0.234905190228109,0.13371322580945463,-0.40961697332361346,-0.159983170614818,0.25620158942225396,-0.7731265169555805,1.118202554155474,-0.8901282990773889,-0.5777819137394783,3.2690308252692413,2.981531060630548,0.7111601991504773,-0.031366088125097884,0.25,0.322,0.37,0.692,94,-0.5174477580245581,-1.1007991821990637,-1.0960058605577745,1.4636627601184857,0.27727199803147834,1.4897659765167168,0.17224509406902466,4.1,3.37,0.36522903885879177,1.8805933129124222,1.2718046430755523,0.4230776220844725,-0.23380714672863387,-0.9498119266749361,-0.8623694459379251,-0.6797538100402054,-0.0518579208554545,1.7983019345557696,-0.16904509388315886,-0.4859292983512583,0.906595949280384,-1.6603880636259363,0.21125287691874645,109,3.7,1.262,8.2,0.8,3.1,6.1,1.94
1988,NYY,AL,85,161,76,0.528,26,0.3934241662610027,0.36290805139554694,0.5603267826131113,0.4335069296669014,0.6942009614587742,0.21998561803321534,-1.7568253302108157,-0.1244272100246291,0.3861238470025886,1.0706560350321146,-0.3154020118222714,0.8496131849522559,-0.40406079524851407,0.263,0.333,0.395,0.728,105,0.1078103428267798,0.49222356801779665,-0.8845965476829147,-0.5964485440091317,0.6709694882010816,0.8644809122626921,0.49730524236548224,4.8,4.27,0.22198633931455544,0.12929713333245693,0.5274166016057006,0.3147526019464162,0.6613594194873956,0.340061289745982,0.40524045532080266,0.08903235200715358,-0.3252755638290368,0.06169686267402802,-0.7117894451157526,0.12585274887257197,5.45018311654767,-1.012082315739408,0.38429685530688207,93,4.09,1.373,9.3,1.0,3.0,5.3,1.77
1988,PIT,NL,85,160,75,0.531,42,0.091063897161224,0.011695836648513399,-0.5066113489172859,-0.36154584618219443,-0.0987289361935469,-0.4862274557365951,1.3036882241145897,-0.9802107801424195,-0.4686605068630179,0.4037333458590539,0.8385245635362154,0.44579197636373497,-0.3538098235015366,0.247,0.317,0.369,0.687,99,-0.6189294393145659,-1.0539455718985677,-0.7788918912454847,0.6153816348894667,1.5567888410826891,1.376077783015985,0.2535101311431391,4.1,3.47,-0.0644990597739172,0.12929713333245693,0.8464400479499228,0.21466281725745168,-0.23380714672863387,-0.7950271407044259,-0.8258914631678897,-1.1666517126701994,-0.5392545887648837,0.3170799614801665,-1.0082113600197078,-0.8196285968369839,5.287912146288124,1.1489368438823528,0.004479987488855583,98,3.69,1.262,8.4,0.7,2.9,4.9,1.68
1987,MIN,AL,85,162,77,0.525,22,0.08959612886462313,0.11392662216173444,0.6837741697323308,0.1703556587872711,-0.09117722288257242,-0.08898260174107674,0.37625987431901226,0.9565625627557376,0.5679928584633559,0.25552830382059594,1.113268986240617,0.09965951185928847,-0.5590012914683613,0.261,0.328,0.43,0.758,97,0.5301050810981023,0.39851634741680486,-0.4617779219331951,-0.1521108117463123,-0.5101229823077282,0.2391958480086674,-0.4557120105945865,4.9,4.67,0.22198633931455544,-0.45446825986086486,0.10205200648007094,0.13104350346667062,0.4032439065293994,0.8388122667620703,0.8612152399462443,1.4472212382908212,0.5900791539520864,-0.04045637684842737,-0.1732200504311019,0.18146929862019293,0.41978303850174614,0.8608009559327847,0.2581800574985798,99,4.69,1.422,9.2,1.3,3.6,6.2,1.76
1985,CHW,AL,85,163,77,0.525,32,0.08812836056802227,0.16174424764372491,0.24289064430654686,-0.031207016780105314,0.08251218326984076,-0.3317433458494491,0.5617455442781277,-0.16946845055714438,0.222441736687898,0.13202410212188098,0.618729025372694,-0.5003034266150855,-0.7893182453086747,0.253,0.315,0.392,0.707,90,-0.10170022499775229,-0.023166145287658136,-0.1975162808396204,0.33262125981312707,0.08042325294667667,-0.04502463574316202,-0.6921193911738284,4.5,4.07,0.5084717384030281,0.7130625265257787,0.10205200648007094,0.28434557874976896,0.10668565759893563,0.09928495601407729,0.09517760177550234,0.19153717361346811,0.6495177719898217,-0.29583947565456586,-0.03544648434898193,-0.5971623978465002,-0.3915718127959836,0.28452918003364847,0.28164364778849654,107,3.97,1.364,8.7,1.0,3.5,6.3,1.8
1984,BAL,AL,85,162,77,0.525,25,0.23196965363490726,0.1386598767213847,-0.24208123366181553,-0.09839457530256411,0.09006389658081525,-0.6186424070684345,-0.7366541454356806,0.14582023317046258,-0.21404389081794364,-1.2759237972434694,-0.4802486654449124,1.2188211470903323,-0.6176274251731683,0.252,0.328,0.391,0.719,102,-0.13770985384259374,0.6327843989192843,-1.3074151734326342,-0.2328994903395522,-0.11642549213812498,0.409728138259765,0.7411003535878253,4.2,3.71,2.513869532022337,2.172476009509083,-0.6423360349897809,0.2083280207581501,0.007832907955447709,-0.35647024712131375,-0.4702311311600453,-0.4234917560244191,-0.028082473640360386,0.2660033417189388,-1.325508057663378,-1.3201775445655723,-0.22930084253643762,0.5726650679832166,0.05287364246180876,105,4.13,1.323,8.7,0.9,3.2,4.5,1.39
1983,HOU,NL,85,162,77,0.525,33,0.21142089748249512,0.21450852403764545,-0.5771527129854114,0.1143660266852221,0.5356149819283099,-0.5082966142919016,2.6948307488079557,-1.2729788436037688,-0.5050343091551714,1.5152711611474885,2.761735522467027,0.030433018958399158,-0.6804411398568901,0.257,0.32,0.375,0.695,98,-0.3734092426451923,-2.0378713882089814,-1.465972158088779,1.221296724338766,0.9662426058282841,1.7171423635181802,0.3126119762879495,4.0,3.45,0.6517144379472645,1.2968279197191004,1.0591223455127377,0.3787340465893615,-0.6347099647272237,-0.5370524974202423,-0.7620549933203279,-1.5254185882923001,0.6614054955973688,0.4192332010026219,-0.5322663135542024,-1.0977113455750886,1.0688669195399298,-0.07564067990331169,0.129130310904038,98,3.58,1.259,7.8,0.6,3.5,5.5,1.59
1979,DET,AL,85,161,76,0.528,28,0.07638621419521532,0.005100302099273331,0.54269144159608,0.3047307758321887,0.6111321150380548,-0.9055414682874201,0.37625987431901226,0.23590271423549314,0.5316190561712024,1.8116812452244042,2.2671955615991037,0.6996224503336624,-0.9107580936972035,0.269,0.339,0.415,0.754,100,0.17328239527194608,0.9607596710227555,-1.3074151734326342,0.21143824192326724,0.7693938607434825,-0.7271537967475525,-0.3375083203049656,4.8,4.28,0.866578487263619,-0.45446825986086486,-0.11063029108274386,0.10633779711939392,0.20553840724242356,0.2540697419845875,0.28668701131818786,0.3452944060229399,0.38798785262378654,0.7767695393312157,-0.9581118814443913,0.07023619912495105,-0.5538427830555295,0.06842726407147237,0.12033146454531926,102,4.38,1.388,9.0,1.1,3.5,5.1,1.47
1979,KCR,AL,85,162,77,0.525,22,0.4712158859808486,0.463489953271458,1.25692275278585,1.1445752573629238,1.283234599714784,0.5289538378075074,4.456944613419553,-0.8450870585448736,1.0954129916995812,2.577407295756437,1.7177067161903006,0.15734825594336288,-1.492831849766359,0.282,0.343,0.422,0.766,104,0.693785212211018,-0.25743419679013757,-0.62033490658934,0.25183258121988716,3.131578801761102,0.8644809122626921,0.4825297810792796,5.3,4.45,2.084141433389628,1.0049452231224396,-1.1740417788968178,0.26534118925186423,0.469145739625058,0.9248038145234648,0.6514668390185412,0.29404199521978264,0.25722289294076894,0.36815658124139417,-1.634454842211162,-1.0420947958274676,-0.8783847235746214,-0.72394642778984,0.31243961004401216,96,4.5,1.39,9.2,1.0,3.3,4.0,1.19
1976,MIN,AL,85,162,77,0.525,24,0.40810184922701137,0.33322814592396666,0.3046143378661566,0.7526478326485807,1.7136822584403297,-0.8834723097321134,1.8601452339919362,-1.6333087678638911,0.1860679343957445,1.0706560350321146,1.6627578316494203,0.41117872991329035,-1.3295161915886824,0.274,0.341,0.375,0.716,108,-0.2719275613551846,0.07054107531333365,-0.3032209372770503,1.7060287958982054,0.47412074311628,-0.1018687324935279,0.6967739697292176,4.6,3.72,1.1530638863520917,1.5887106163157614,-1.5994063740224476,0.32868915424487993,0.1616038518453178,-0.03830152040415397,-0.3881556699274658,-1.6535496153001934,1.136914439899251,-0.09153299660965507,-1.1251101433621125,-0.4859292983512583,0.744324979020838,0.7887669839453927,0.3021742892921736,97,3.71,1.392,8.8,0.5,3.8,4.7,1.25
2023,MIA,NL,84,162,78,0.519,23,0.020611018924382364,0.20626410585109536,-0.3743462912895507,0.175954621997476,0.23354644948933048,-0.08898260174107674,-0.7366541454356806,0.28094395476800843,-0.3413521988404808,-0.4113943853524648,-1.3044819335581173,-0.9733511281044958,1.0699677093294915,0.259,0.316,0.405,0.721,90,0.16018798478291282,1.8509782667321775,0.1724500166913842,-1.161969294161811,-0.6085473548501291,-1.011374280499382,-0.04199909458091325,4.1,4.21,-0.7090912077229806,-0.7463509564575258,0.5274166016057006,0.18235535511101278,-0.28323352155037784,0.12508242034249564,0.24108953285564366,0.9603233356608271,-0.004307026425266278,-1.0619887720729813,1.9142582235404126,1.3494168433202325,0.2575120682422002,-0.8680143717646239,0.0910019766829234,112,4.13,1.292,8.4,1.2,3.2,9.3,2.9
2023,ARI,NL,84,162,78,0.519,34,0.13950025094905263,0.10568220397518435,0.3310673493917036,-0.1823790234556376,-0.5291765949190926,0.2641239351438285,1.210945389135032,0.28094395476800843,0.32246969299132,1.5646728418269744,-1.0297375108537157,0.2958012417451415,0.9024644701729,0.25,0.322,0.408,0.73,98,0.14054636904936293,0.07054107531333365,0.5952686424411038,-0.5964485440091317,0.5725451156586808,-1.6935034415037726,-0.0863254784395211,4.6,4.48,-0.852333907267217,-0.7463509564575258,0.6337577503871079,0.18235535511101278,-0.09101984168804021,0.4518503018357949,0.6332278476335235,1.1140805680702988,0.12645793325775131,-1.4195251104015751,1.3339392633763316,0.07023619912495105,0.09524109798265426,-0.72394642778984,0.10420024622100153,99,4.35,1.324,8.6,1.2,3.3,8.5,2.57
2019,BOS,AL,84,162,78,0.519,38,0.6546869230559571,0.6564093388367299,1.697806278211634,0.909418802534318,-0.06097036963867448,1.8310341925705953,-0.36568280551744964,2.060072955802362,1.6955807295201135,-0.8560095114678387,-0.8099419726901943,0.8726886825858857,1.4677879023263964,0.269,0.34,0.466,0.806,106,1.675865998888512,0.35166273711630897,0.11959768847266927,-1.2427579727550508,-0.01800111959572415,-0.2724010227446255,0.49730524236548224,5.6,4.7,-0.852333907267217,-0.7463509564575258,-0.5359948862083734,0.40977454943593977,0.17258749069459425,1.0279936718371383,1.1165611193364915,1.5753522652987142,1.0774758218615157,-0.9598355325505259,2.511277009896266,1.6274995920583373,-0.22930084253643762,2.229446423693233,0.5441425641569395,104,4.28,1.379,8.7,1.3,3.7,10.0,2.7
2019,CHC,NL,84,162,78,0.519,52,0.2437118000077142,0.14690429490793477,0.9306689439707698,-0.07599872246174451,-0.8992105471568425,0.17584730092260217,-0.4584256404970074,2.307799778731196,1.0226653871152742,-1.4241288392819274,-1.1396352799354763,0.7688489432345518,1.79441921868175,0.252,0.331,0.452,0.783,102,0.955673421991683,0.35166273711630897,1.9165768479089775,-0.8388145797888514,-0.5101229823077282,-0.4429333129957232,-0.23408009130154725,5.0,4.1,-0.852333907267217,-0.7463509564575258,-0.0042891423013364585,0.22669893060612378,-0.085528022263402,0.07348749168565892,0.10429709746801118,1.0628281572671416,0.23344744572567483,-1.266295251117892,1.7222102223350333,1.849965791048821,-1.0406556938341673,0.7167330119580007,0.23618294160178294,108,4.25,1.324,8.6,1.2,3.3,9.0,2.7
2016,HOU,AL,84,162,78,0.519,38,0.256921714677122,0.2854105204419762,0.1370785982043587,-0.1375873177739984,-0.7255211410044293,0.6392996305840403,-0.18019713555833416,1.0016038032882528,0.16788103324966777,-0.016180939916576955,-0.040657589117869805,0.4573297251805499,1.7609185708504318,0.247,0.319,0.417,0.735,103,0.43844420767486947,0.6796380092197802,0.013893032035239387,-0.9599975976787113,-1.2975179626469349,-0.5566215064964549,-0.12326413165502763,4.5,4.06,-0.7807125574950988,-0.7463509564575258,0.6337577503871079,0.3907701599380351,0.2714402403380822,-0.06409898473257233,0.1590140716230642,0.7040612816450408,-0.7294581664856367,-1.113065391834209,1.521812308033768,-0.4303127486036374,-0.8783847235746214,3.454023947478898,0.221518197670585,97,3.85,1.29,8.8,1.1,2.8,8.6,3.08
2016,NYY,AL,84,162,78,0.519,42,0.044095311669996244,0.14195764399600472,-0.2508989041703312,-0.07599872246174451,-0.11383236281549589,-0.3758816629600622,-1.0148826503743538,0.6637944992943883,-0.21404389081794364,-0.7572061501088667,-1.249533049017237,-0.45415243134782596,0.6553971924169275,0.252,0.315,0.405,0.72,91,0.11763115069355473,0.07054107531333365,-0.25036860905833536,-1.202363633458431,0.47412074311628,-1.2387506675008455,-0.03461136393781194,4.2,4.16,-0.9239552570393351,-1.0382336530541867,1.0591223455127377,0.13801177961590178,-0.18438077190688992,-0.055499829956432885,0.14077508023804652,1.5497260598971356,-0.8364476789535601,-1.3173718708791198,1.5092874383899388,0.5707851468535394,-0.8783847235746214,0.1404612360588644,-0.008718282049222556,104,4.2,1.262,8.6,1.3,2.8,8.8,3.14
2015,SFG,NL,84,162,78,0.519,48,0.18206553155047778,0.3183881931881765,-0.10981617603408034,0.5286893042403847,0.5884769751051313,0.5730921549181206,0.7472312142372433,-0.3946746532197208,-0.06854868164932977,-0.23848850297426386,-0.4802486654449124,-0.6618319100504939,0.5339573440283986,0.267,0.326,0.406,0.732,101,0.2747640765619538,1.0544668916237474,0.11959768847266927,-0.2328994903395522,-0.7069717273925299,-0.6134656032468209,0.2017960166414299,4.3,3.73,-0.42260580863450803,0.12929713333245693,0.31473430404288577,0.23936852360472693,-0.26126624385182495,-0.7004364381668919,-0.4246336526975011,0.03777994120399632,-0.9909880858516719,-0.6533758139831597,0.5573973454589282,0.18146929862019293,-0.5538427830555295,-0.72394642778984,-0.029248923552899663,103,3.91,1.229,8.4,1.0,2.7,7.3,2.7
2014,NYY,AL,84,162,78,0.519,41,0.07785398249181619,0.20626410585109536,-0.6653294180705681,-0.23836865555768663,-0.12138407612647037,-0.3317433458494491,-0.4584256404970074,-0.14694783029088673,-0.7232771229080922,0.23082746348085295,-1.0297375108537157,-0.7195206541345683,0.4250802385766141,0.245,0.307,0.38,0.687,94,-0.28502197184421785,-0.39799502769162526,0.4895639860036739,-0.8792089190854714,0.27727199803147834,-1.4092829577519432,-0.03461136393781194,3.9,3.75,-0.5658485081787443,-0.45446825986086486,1.0591223455127377,0.2957482124485115,0.00234108853080949,-0.38226771144973215,-0.36991667854244814,0.268415789818204,-1.3832829649007246,-0.9087589127892982,1.413263437787249,1.0157175448345068,-0.22930084253643762,-0.07564067990331169,0.12473088772467864,103,3.67,1.232,8.6,1.0,2.5,8.5,3.44
2009,TBR,AL,84,162,78,0.519,38,0.2848093123125385,0.14855317854524477,0.8336745683770974,0.2375432173097299,-0.3252803355227815,0.7717145819158797,0.46900270929857,1.0241244235545106,0.8589832768005837,2.2562963713397783,0.8934734480770957,1.4726516210602596,0.8270880125524338,0.263,0.343,0.439,0.782,106,0.7330684436781177,-0.7259702997950965,0.11959768847266927,-1.0407862762719513,0.08042325294667667,-0.2724010227446255,0.3569383601465574,5.0,4.36,-0.7090912077229806,-0.16258556326420398,0.31473430404288577,0.1316769831166002,0.1616038518453178,0.3916562184028187,0.41435995101331147,0.755313692448198,0.007580697182280777,-0.9598355325505259,0.39039908354120706,-0.04099690037029082,-0.3915718127959836,-0.2917425958654878,0.17165806830451202,100,4.37,1.356,9.0,1.2,3.2,7.1,2.18
2008,LAD,NL,84,162,78,0.519,46,0.24224403171111333,0.2211040585868855,-0.07454549400001761,0.3551214447240328,0.5507184085502589,0.19791645947790876,-0.18019713555833416,-0.37215403295346317,-0.10492248394148324,0.5766392282372548,-0.09560647365875014,0.33041448819558616,0.002134559706220427,0.264,0.333,0.399,0.732,93,0.0619799061151634,1.5698566049292022,-0.1975162808396204,0.5345929562962268,-0.6085473548501291,1.2055454927648874,0.4308156665775704,4.3,3.68,-0.5658485081787443,0.12929713333245693,-0.3233125886455587,0.25837291310263166,-0.058068925140210906,-0.5198541878679634,-0.48847012254506295,-0.7822586316465199,-0.40848962908186615,0.8789227788536711,0.7243956073766493,0.07023619912495105,-0.5538427830555295,-0.21970862387809573,0.14379505483523594,114,3.67,1.286,8.6,0.8,3.0,7.5,2.51
2008,FLA,NL,84,161,77,0.522,45,0.2598572512703237,0.2095618731257154,0.54269144159608,0.03038157853214859,-0.6500040078946844,0.8820603746924126,-0.2729399705378919,1.2268100059508293,0.6407404630476629,-0.6584027887498947,-0.9198397417719549,0.33041448819558616,1.421724511558334,0.254,0.326,0.433,0.759,97,0.6643227886106932,-1.0070919615980718,1.1766442528469683,-0.07132213315307241,0.1788476254890775,0.5234163317604967,0.27567332307244297,4.8,4.44,-0.7807125574950988,-0.7463509564575258,-0.21697143986415127,0.18235535511101278,0.1616038518453178,0.5034452304926316,0.5693913777859616,0.19153717361346811,0.8516090733181216,1.2875357369434928,0.3987489966370931,0.6264016966011604,-0.5538427830555295,0.6446990399706086,0.3549673674444862,98,4.37,1.398,8.9,1.0,3.7,7.1,1.92
2007,ATL,NL,84,162,78,0.519,50,0.5064423250992695,0.5228497642146186,0.8953982619367071,0.9542105082159571,0.6488906815929273,1.4558584971303836,-0.36568280551744964,0.5061501574305848,1.0044784859691975,-0.9548128728268106,-0.8099419726901943,0.2265747488442522,0.4920815342392507,0.275,0.339,0.435,0.774,101,0.9687678324807163,0.8201988401212679,0.11959768847266927,0.1710439026266473,0.27727199803147834,0.12550765450793563,0.755875814874028,5.0,4.11,-0.852333907267217,-0.7463509564575258,-0.21697143986415127,0.3153860815963458,0.2769320597627204,0.21107396810389017,0.17725306300808183,0.47342543303083306,0.269110616548316,2.4622979914517296,0.3110749091302895,-0.26346309936077456,-0.3915718127959836,-0.14767465189070372,0.34323557229952784,107,4.45,1.359,8.9,1.1,3.3,6.8,2.06
2003,ARI,NL,84,162,78,0.519,43,0.34058450758337144,0.3266326113747266,0.07535490464474894,0.4223090032464916,0.15047760306861113,0.9041295332477192,1.4891738940737052,-0.03434472895959854,0.23153518726093636,-0.6584027887498947,-0.37035089636315177,0.19196150239380752,-0.10674254574556408,0.263,0.33,0.417,0.746,87,0.4711802338974526,0.30480912681581307,-0.0918116244021905,0.4941986169996069,0.7693938607434825,1.2623895895152533,0.6081212020120018,4.4,3.84,-0.42260580863450803,0.42117982992911784,0.42107545282429315,0.30841780544711467,-0.06905256398948734,-0.2016854611508036,-0.22400474746230678,-0.09035108580389684,0.13834565686529837,0.6235396800475327,1.08344187049975,1.4050333930678534,0.2575120682422002,0.1404612360588644,0.29484191732657467,122,3.83,1.309,8.5,0.9,3.3,8.0,2.45
2002,HOU,NL,84,162,78,0.519,41,0.32737459291396365,0.21615740767495548,0.3575203609172507,0.2767359597811642,0.04475361671496834,0.6392996305840403,0.09803136938033906,0.30346457503426605,0.4406845504408188,-0.7819069904486097,-0.9747886263128354,0.8611509337690708,0.3706416858507218,0.262,0.338,0.417,0.755,93,0.3958873735855114,1.148174112224739,0.6481209706598188,0.5345929562962268,-0.7069717273925299,0.9213250090130579,0.5490193568671914,4.6,4.0,-0.7807125574950988,-0.45446825986086486,0.5274166016057006,0.2450698404540989,0.17258749069459425,-0.11569391338940906,-0.023375842227112476,-0.0647248804023182,0.37610012901623946,1.900455174078225,0.7828449990478518,0.4595520473582976,-0.7161137533150754,-0.8680143717646239,0.2581800574985798,108,3.88,1.363,8.9,0.9,3.4,7.6,2.23
1999,TOR,AL,84,162,78,0.519,44,0.500571251912866,0.4453522332610478,1.5390882090583518,1.0549918459996452,0.5431666952392844,1.6544809241281428,-1.5713396602517002,1.3168924870158598,1.686487278947075,0.4037333458590539,0.1791379490456515,0.734235696784107,0.19057570375738592,0.28,0.352,0.457,0.81,105,1.3255905183068726,0.44536995771730076,1.5466105503779728,-0.9196032583820913,0.08042325294667667,-0.6703096999971867,0.5490193568671914,5.5,4.93,0.07874363977031912,-0.16258556326420398,0.10205200648007094,0.20706106145828948,1.045786779212071,1.3203649342258796,1.2989510331866683,0.9603233356608271,0.720844113635104,-0.8066056732668428,-0.09389587602018433,0.34831894786305573,-0.5538427830555295,0.3565631520210405,0.49721538357710615,99,4.77,1.499,9.9,1.2,3.6,6.3,1.75
1997,HOU,NL,84,162,78,0.519,41,0.49029687383665993,0.21450852403764545,0.6044151351556897,0.1983504748382956,-0.03831522970575101,1.1468902773560916,0.839974049216801,-0.4622365140184937,0.4497780010138572,1.6881770435256893,1.60780894710854,1.3688118817089256,0.22407635158870423,0.259,0.344,0.403,0.747,99,0.14381997167162125,-0.7259702997950965,2.8150664276271313,0.9385363492624264,0.8678182332858833,1.2623895895152533,0.8740795051636489,4.8,3.67,0.22198633931455544,1.0049452231224396,-0.11063029108274386,0.3337569914443209,-0.06905256398948734,-0.41666433055429,-0.4611116354675364,-0.5003703722291549,-0.039970197247907444,-0.8066056732668428,0.4446735186644664,0.2927023981154348,0.2575120682422002,-0.2917425958654878,0.2009875561669079,109,3.9,1.295,8.5,0.8,3.2,7.0,2.23
1997,ANA,AL,84,162,78,0.519,35,0.5255233129550807,0.42226786233870756,1.0629340015985052,0.7806426486996052,0.9132006474770342,0.3744697279203614,-0.5511684754765651,0.16834085343672023,0.9499177825309674,0.5766392282372548,1.4979111780267793,1.1842079006398876,-0.3286843376280479,0.272,0.346,0.416,0.762,97,0.5464730942093938,0.44536995771730076,-0.0918116244021905,-0.43487118682265197,1.2615157234554866,-0.21555692599425966,0.7411003535878253,5.1,4.52,-0.2793631090902717,-0.16258556326420398,0.10205200648007094,0.30841780544711467,0.6284085029395663,0.7356224094483969,0.770020283021156,1.242211595078192,1.0774758218615157,-0.34691609541579355,0.07727734244547986,0.40393549761067665,0.2575120682422002,0.5006310959958246,0.4928159603977468,104,4.83,1.451,9.3,1.2,3.7,6.5,1.74
1993,CHC,NL,84,163,78,0.519,38,0.2760027025329333,0.42061897870139753,0.26052598532357824,0.7246530165975562,0.9358557874099577,-0.06691344318577017,0.09803136938033906,0.16834085343672023,0.32246969299132,-0.06558262059606293,-0.09560647365875014,-0.7887471470354576,-0.45431176699549153,0.27,0.325,0.414,0.739,99,0.49409545225326085,0.5390771783182925,-0.6731872348080549,0.6557759741860867,-0.2148498646805258,1.1487013960145214,0.22395920857073384,4.5,4.18,-0.3509844588623899,-0.45446825986086486,1.909851535763997,0.2716759857511658,0.6723430583366721,0.2626688967607269,0.2502090285481525,-0.013472469599160942,-0.5273668651573367,1.0321526381373543,-0.5280913570062593,-0.20784654961315363,2.2047637113567515,-0.5078445118276639,0.2185852488843454,94,4.17,1.369,9.4,0.9,2.9,5.6,1.93
